offset,offset_fin,largo_original,encoding,texto,ruido_probable,palabra_reconocible,traduccion
0x18301A8,0x18301DE,54,ascii,I thought maybe you were spies\nfrom another company.  ,,si,
0x18301F0,0x18301FE,14,ascii,Makes sense.  ,,,
0x1830210,0x1830242,50,ascii,You guys seem to be the gold\nstandard everywhere. ,,si,
0x1830254,0x1830282,46,ascii,"I'm Michael Saito, one of the\nsecurity guards.",,si,
0x1830294,0x18302AA,22,ascii,How can I help you?   ,si,si,
0x1835575,0x1835581,12,ascii,"A!""a?2%A A3,",,,
0x18394D2,0x18394DE,12,ascii,34Ec D7VBS7C,,,
0x1840145,0x184014F,10,ascii,&.1zL!PLOM,si,,
0x18406D2,0x18406E1,15,ascii,"""""2C2""B!2Q1""PB+",si,,
0x1840FC2,0x1840FCE,12,ascii,"RR3cc56BO2""A",si,,
0x1841036,0x1841040,10,ascii,"F!!T F""'5Q",,,
0x184CC57,0x184CC61,10,ascii,/CBb?!346+,si,,
0x184EBA2,0x184EBAC,10,ascii,3BC3DDDTTC,si,,
0x1851167,0x1851171,10,ascii,3BDfUBUcB6,si,,
0x185B047,0x185B051,10,ascii,"5EC4%C""dv2",si,,
0x185C206,0x185C211,11,ascii,?!DetU&W422,si,,
0x185D4F2,0x185D501,15,ascii,"GUUUFweWveeTR""&",si,,
0x186C990,0x186C9CA,58,ascii,"A man by the name of Kenzo Hojo\ndoes work here, correct?  ",,si,
0x186C9DC,0x186CA02,38,ascii,"Yes, Mr. Hojo is one of our\nemployees.",,si,
0x186CA14,0x186CA36,34,ascii,He's been here a number of\nyears. ,,si,
0x186CA48,0x186CA66,30,ascii,"A lot longer than me, anyway. ",,si,
0x186CA78,0x186CAAA,50,ascii,"As it happens, we've been asked\nto look for him.  ",,si,
0x186CABC,0x186CACA,14,ascii,Is that so.   ,,si,
0x186CADC,0x186CB02,38,ascii,"Well, I'll try and help however I\ncan.",,si,
0x186CB14,0x186CB2A,22,ascii,We'd appreciate it.   ,,si,
0x186CB3C,0x186CB76,58,ascii,The company had told us to keep\nquiet for the time being. ,,si,
0x186CB88,0x186CB9E,22,ascii,You know.  PR reasons.,,si,
0x186CBB0,0x186CBEA,58,ascii,"If the media got wind of it they'd\nhave a field day, huh? ",,si,
0x186CBFC,0x186CC0E,18,ascii,To put it lightly.,,si,
0x186CC20,0x186CC56,54,ascii,There's always someone waiting to\ntake a shot at us.  ,,si,
0x186CC68,0x186CC86,30,ascii,So when did you last see him? ,,si,
0x186CC98,0x186CCBA,34,ascii,I guess it's been... 3 weeks now? ,,si,
0x186CCCC,0x186CD0E,66,ascii,He just stopped coming in one\nday.  No one's heard from him\nsince.,,si,
0x186CD20,0x186CD4E,46,ascii,"It's been driving me crazy, believe\nit or not.",,si,
0x186CD60,0x186CDBE,94,ascii,"You've got his family asking about\nhim, meanwhile the company tells\nyou not to say anything.  ",,si,
0x18700C3,0x18700CF,12,ascii,2 !1123B46SB,,,
0x1874B32,0x1874B3C,10,ascii,DSC55DUTU5,si,,
0x1875E62,0x1875E6D,11,ascii,%TcSS5DcpRE,si,,
0x1881852,0x188185C,10,ascii,Q3R3E2A5DR,si,,
0x1881E65,0x1881E71,12,ascii,"FSRB45""5CCD+",si,,
0x1884F45,0x1884F50,11,ascii," ""0Ma""tCAV%",si,,
0x1893E26,0x1893E31,11,ascii,"DCRo""5TvR2+",si,,
0x1899AE2,0x1899AF1,15,ascii,C5B65D3EcBqRCB+,si,,
0x1899C82,0x1899C8C,10,ascii," &C""B234P2",,,
0x189ACA6,0x189ACB0,10,ascii,CA4QBo!%Sp,si,,
0x189B396,0x189B3A1,11,ascii,"TBE""5c245E,",si,,
0x18A1237,0x18A1241,10,ascii,.?L!ON. !%,,si,
0x18A15C2,0x18A15CC,10,ascii,3445TBD442,si,,
0x18B4142,0x18B414D,11,ascii,EUguUUVD4U3,si,,
0x18B8432,0x18B843D,11,ascii,"UBBD2444""E2",si,,
0x18BA492,0x18BA49D,11,ascii,"3!A14""!N34S",si,,
0x18BD1F2,0x18BD1FD,11,ascii,3BB3334CCT2,si,,
0x18BEC55,0x18BEC5F,10,ascii,oR SA?BE?R,,si,
0x18BFF72,0x18BFF7D,11,ascii,CT443RCBA3C,si,,
0x18C3967,0x18C3971,10,ascii,"FS2DEUE&%,",si,,
0x18C87E2,0x18C87EC,10,ascii,21B232C333,si,,
0x18C9332,0x18C933C,10,ascii,"""4DdS1.?4%",si,,
0x18D2697,0x18D26A1,10,ascii,532TaCD41+,si,,
0x18DEAC7,0x18DEAD1,10,ascii,"534!""22RB+",si,,
0x18E2F52,0x18E2F5C,10,ascii,TScfDcdRB5,si,,
0x18EA4D4,0x18EA4DF,11,ascii,"!""2134EcSE4",si,,
0x18EE142,0x18EE14D,11,ascii,"MNP""BPPAPAA",si,,
0x18EF732,0x18EF73D,11,ascii,TST5UETdC6E,si,,
0x18EF7A2,0x18EF7AD,11,ascii,"Sc4TEdUTEE""",si,,
0x1909E62,0x1909E6C,10,ascii,333D45TSCB,si,,
0x190AA52,0x190AA5C,10,ascii,"C3DSSDDCD""",si,,
0x190AFF2,0x190AFFD,11,ascii,"334C3DDDCC""",si,,
0x190DDC2,0x190DDCC,10,ascii,UDUFSE4tCE,si,,
0x1913F22,0x1913F2C,10,ascii,"""""""2""""""""""""",si,,
0x1915A86,0x1915A90,10,ascii,cSBe? ANAf,,,
0x1917FF2,0x1917FFC,10,ascii,3C0fC!pSF ,,,
0x1918D42,0x1918D4C,10,ascii,TRE33!cB23,si,,
0x191F384,0x191F390,12,ascii,"T43DBACBPRD""",si,,
0x1924D02,0x1924D0C,10,ascii,CTDUdTVEVV,si,,
0x192D1E7,0x192D1F1,10,ascii,COB!V3eDD',si,,
0x1931160,0x1931176,22,ascii,"If it's okay with you,",,si,
0x1931188,0x19311B6,46,ascii,we'd like to take a look inside\nHojo's lab.   ,,si,
0x19311C8,0x19311DE,22,ascii,For our investigation.,,si,
0x19311F0,0x19311FA,10,ascii,Please.   ,si,,
0x193120C,0x1931226,26,ascii,There might be some clues.,,si,
0x1931238,0x193124E,22,ascii,You guys are crazy!   ,,si,
0x1931260,0x1931282,34,ascii,Tell us something we don't know.  ,,si,
0x1931294,0x19312AA,22,ascii,Better listen to him. ,,si,
0x19312BC,0x19312DE,34,ascii,He can be a real pain in the ass. ,,si,
0x19312F0,0x1931316,38,ascii,"Look, we don't want any trouble\nhere. ",,si,
0x1931328,0x193133A,18,ascii,We won't be long. ,,si,
0x193134C,0x193135A,14,ascii,God dammit....,,,
0x193136C,0x1931382,22,ascii,"C'mon, shake a leg.   ",,,
0x1931394,0x19313D2,62,ascii,Fine.  But only the DDS Room. \nAnd don't tell anyone about it.,,si,
0x19313E4,0x19313F2,14,ascii,I'm a Beyond. ,,,
0x1931404,0x1931446,66,ascii,If the company found out I'd get\nfired and blacklisted everywhere.,,si,
0x1931458,0x1931472,26,ascii,No one's gonna find out.  ,,si,
0x1931484,0x193149E,26,ascii,It's the room over there. ,,si,
0x19314B0,0x19314C6,22,ascii,I'll unlock the door. ,,si,
0x1937406,0x1937411,11,ascii,"B3/ S01R""46",,,
0x193B262,0x193B26E,12,ascii,3E4E3DC4C4SD,si,,
0x193E386,0x193E391,11,ascii,"!Q4!3""Q4 CF",,,
0x193E436,0x193E441,11,ascii,V6UEEuBB4B',si,,
0x1942E52,0x1942E61,15,ascii,aR5&ET45DdP%ST+,si,,
0x1948772,0x194877C,10,ascii,SEw!%4 neS,,,
0x194A077,0x194A081,10,ascii,S?1dF?L?S+,si,,
0x194CA12,0x194CA1D,11,ascii,444333BDBTf,si,,
0x1960604,0x1960611,13,ascii,F3B3&QQ36C2%+,si,,
0x1964142,0x196414D,11,ascii,5VSTUUDed%R,si,,
0x1978795,0x197879F,10,ascii,556c44RDBD,si,,
0x1982B82,0x1982B8C,10,ascii,"f5Bw""!%D3 ",,,
0x1990D52,0x1990D5C,10,ascii,U&BSsRS61d,si,,
0x19914B5,0x19914BF,10,ascii,U6ATT4%EBQ,si,,
0x19995A2,0x19995B1,15,ascii,"WEU425""CC3Q3DE+",si,,
0x19A6DC2,0x19A6DCC,10,ascii,DTdeutWWVF,si,,
0x19AE0B2,0x19AE0BC,10,ascii,3CDTeuE62-,si,,
0x19AF093,0x19AF09D,10,ascii,0aQfC!/b43,si,,
0x19BCB52,0x19BCB5C,10,ascii,4DTTUEVWe4,si,,
0x19BCBC2,0x19BCBCC,10,ascii,CTTSUVUVf6,si,,
0x19BF6B2,0x19BF6C0,14,ascii,fVVUeVVfUVUUUV,si,,
0x19BF6C2,0x19BF6D0,14,ascii,UUUUUeEDDDEDEE,si,,
0x19BF6D2,0x19BF6E0,14,ascii,D44DDD43DDD433,si,,
0x19BF6F2,0x19BF700,14,ascii,33323223333333,si,,
0x19C6FD2,0x19C6FDC,10,ascii,"2BA,.?0 BB",,,
0x19C98A0,0x19C98AE,14,ascii,Here it is.   ,,si,
0x19C98C0,0x19C98F6,54,ascii,No one's touched anything since\nMr. Hojo disappeared. ,,si,
0x19C9908,0x19C9926,30,ascii,You be sure and do the same.  ,,si,
0x19CEB74,0x19CEB7E,10,ascii," u!""""C431""",,,
0x19D4747,0x19D4751,10,ascii,"""C?L""!/qj+",si,,
0x19D4DD5,0x19D4DDF,10,ascii,?.0 .OL?!.,,,
0x19D6823,0x19D682E,11,ascii,"""""""2BCDUTF6",si,,
0x19D7EC4,0x19D7ECE,10,ascii,"&SnSdABTD""",si,,
0x19D8096,0x19D80A0,10,ascii,BU1b/3T !o,,,
0x19D8D82,0x19D8D8D,11,ascii,"""""""222324B0",si,,
0x19DE5A2,0x19DE5AC,10,ascii,"A""1!""3 !0!",,,
0x19DF132,0x19DF13D,11,ascii,EEET55&URaM,si,,
0x19E4880,0x19E489E,30,ascii,That's Mr. Hojo's whiteboard. ,,,
0x19EC762,0x19EC770,14,ascii,'4UC5%5CCRC4ED,si,,
0x19F1940,0x19F195E,30,ascii,He was a real methodical guy. ,,si,
0x19F1970,0x19F1996,38,ascii,Always wrote down his schedule\nthere. ,,si,
0x19F19A8,0x19F19BA,18,ascii,This his writing? ,,si,
0x19F19CC,0x19F19EE,34,ascii,"Yes, that's definitely Mr. Hojo's.",,si,
0x19F1A00,0x19F1A26,38,ascii,Hojo would've disappeared on the\n15th.,,si,
0x19F1A38,0x19F1A6E,54,ascii,The 15th....  Something's written\ndown for that day.  ,,si,
0x19F1A80,0x19F1AA2,34,ascii,"Is this Japanese under the\n""100""? ",,si,
0x19F1AB4,0x19F1ACA,22,ascii,"Yes, that says ""sets"".",,si,
0x19F1ADC,0x19F1AEE,18,ascii,"Okay, we got...   ",,si,
0x19F1B00,0x19F1B26,38,ascii,"""The 15th... K-9... 100 sets...\nBCCH"".",,si,
0x19F1B38,0x19F1B46,14,ascii,"What's ""BCCH""?",,,
0x19F1B58,0x19F1B7A,34,ascii,A hospital we do business with.   ,,si,
0x19F1B8C,0x19F1BC2,54,ascii,What do you suppose this scribble\nat the bottom is?   ,,si,
0x19F1BD4,0x19F1BF2,30,ascii,Looks a bit like a pawprint.  ,,,
0x19F38B2,0x19F38BC,10,ascii,"34CSCDD3T""",si,,
0x19F59A7,0x19F59B1,10,ascii,"""BG4dDSST3",si,,
0x19F8E82,0x19F8E8C,10,ascii,"""2""""33BBC3",si,,
0x19FA252,0x19FA25C,10,ascii,DCTEETUED3,si,,
0x19FA3A2,0x19FA3AD,11,ascii,3CC4EEDEUTC,si,,
0x19FBA42,0x19FBA4C,10,ascii,CB5FTTd35S,si,,
0x19FFAC3,0x19FFACE,11,ascii,  oDDC2bE4&,,si,
0x1A00DE3,0x1A00DEF,12,ascii,"212""333""BPA""",si,,
0x1A01172,0x1A0117C,10,ascii,D4BD%ERB3e,si,,
0x1A01B56,0x1A01B61,11,ascii,dC2c3?13A4+,si,,
0x1A026E2,0x1A026EC,10,ascii,dUetTec%6c,si,,
0x1A04232,0x1A0423D,11,ascii,C34D54D44TC,si,,
0x1A0BC96,0x1A0BCA1,11,ascii,46QpbcBCb%+,si,,
0x1A13E42,0x1A13E4C,10,ascii,FC%Dg%2W3U,si,,
0x1A14912,0x1A1491F,13,ascii,3vSVR45f4UCEa,si,,
0x1A18135,0x1A18140,11,ascii,"54%2r/Dc%1""",si,,
0x1A23434,0x1A2343E,10,ascii,P6N1Ec+UD7,si,,
0x1A28652,0x1A28660,14,ascii,"""""3223333C2""""3",si,,
0x1A28672,0x1A28680,14,ascii,3233DD4DEDD433,si,,
0x1A28682,0x1A28690,14,ascii,3DCDDDDDDEDTDE,si,,
0x1A34FE3,0x1A34FED,10,ascii,3133CR3AT!,,si,
0x1A36B94,0x1A36BA0,12,ascii,os%5UADR3SQF,si,,
0x1A373C2,0x1A373CE,12,ascii,"121!2C 1A""11",,,
0x1A3AD66,0x1A3AD71,11,ascii,p1tA q23c2+,,,
0x1A3B372,0x1A3B381,15,ascii,Cves&F6q C4VDA+,,,
0x1A3D905,0x1A3D911,12,ascii,"TF5BeU52BD""6",si,,
0x1A40C72,0x1A40C7C,10,ascii,G1EER5TECO,si,,
0x1A464B2,0x1A464BC,10,ascii,4PaE1462a3,si,,
0x1A46584,0x1A4658E,10,ascii,05RoA?DC32,si,,
0x1A46A02,0x1A46A0C,10,ascii,"3C!2RC4""TO",,si,
0x1A46B14,0x1A46B20,12,ascii,"%?O""!%33bM%3",si,,
0x1A55757,0x1A55761,10,ascii,E325E&5rb+,si,,
0x1A585F7,0x1A58601,10,ascii,.4/%2!D.Q+,si,,
0x1A58835,0x1A58840,11,ascii,"%""2R""2S3""""!",si,,
0x1A588F5,0x1A58900,11,ascii,VQrF&%%6F5e,si,,
0x1A59452,0x1A59460,14,ascii,G?T43 3BB1p%V/,,,
0x1A59662,0x1A59670,14,ascii,3c3V%rrdn4G5E6,si,,
0x1A5C742,0x1A5C74C,10,ascii,ucCG7C6VR4,si,,
0x1A6B002,0x1A6B00C,10,ascii,"'%T""TA1DB""",si,,
0x1A6B3D7,0x1A6B3E1,10,ascii,"dOC231DC""K",si,,
0x1A6B8C6,0x1A6B8D0,10,ascii,"""B!""34D!P""",si,,
0x1A70942,0x1A70950,14,ascii,eUUUeUVUDeffff,si,,
0x1A70952,0x1A70961,15,ascii,"ED3UUeVE2!CdfU,",si,,
0x1A72C67,0x1A72C71,10,ascii,%E4SSC%54B,si,,
0x1A74A92,0x1A74A9E,12,ascii,"BA""34CR4345C",si,,
0x1A78772,0x1A78780,14,ascii,433C3333233333,si,,
0x1A78782,0x1A78790,14,ascii,fUUE42TTD43TE2,si,,
0x1A79930,0x1A7993A,10,ascii,Back up.  ,,si,
0x1A7994C,0x1A79962,22,ascii,A hundred sets of K-9?,,si,
0x1A79974,0x1A7999E,42,ascii,I thought K-9 wasn't on the\nmarket yet?   ,,si,
0x1A799B0,0x1A799E2,50,ascii,Why would this hospital be getting\n100 sets of it?,,si,
0x1A799F4,0x1A79A1A,38,ascii,"Once a new product's been\napproved,   ",,si,
0x1A79A2C,0x1A79A52,38,ascii,we conduct studies until its\nrelease. ,,si,
0x1A79A64,0x1A79A82,30,ascii,"Not to look for side effects, ",,si,
0x1A79A94,0x1A79AD2,62,ascii,but to gather data for\nmanufacturing and marketing\npurposes.  ,,si,
0x1A79AE4,0x1A79B06,34,ascii,"Still, 100 sets? Seems a bit much.",,,
0x1A79B18,0x1A79B4A,50,ascii,I think we're better off asking at\nthe hospital.  ,,si,
0x1A79B5C,0x1A79B7E,34,ascii,Where do you make your\nsamples?   ,,si,
0x1A79B90,0x1A79BA2,18,ascii,At a factory here.,,si,
0x1A79BB4,0x1A79BCE,26,ascii,Can we take a look inside?,,si,
0x1A79BE0,0x1A79BF2,18,ascii,Absolutely not.   ,,si,
0x1A80454,0x1A8045E,10,ascii,"!22""4%4TE2",si,,
0x1A85C76,0x1A85C81,11,ascii,"B!C3""B15R%+",si,,
0x1A85FB6,0x1A85FC0,10,ascii,"WTBBC3b""QB",si,,
0x1A86627,0x1A86631,10,ascii,"a/31""24TP+",si,,
0x1A87B72,0x1A87B7C,10,ascii,"OD2%54E""23",si,,
0x1A883D7,0x1A883E1,10,ascii,'T3SRAD5B+,si,,
0x1A89642,0x1A8964F,13,ascii,"""23C3DB22CRB3",si,,
0x1A8CF73,0x1A8CF7D,10,ascii,"""2""3334344",si,,
0x1A90C52,0x1A90C61,15,ascii, RC4ATR2B3S!TP+,si,,
0x1A91A72,0x1A91A7E,12,ascii,"""BPBR2BAB1RC",si,,
0x1A921E2,0x1A921EC,10,ascii,"R0""qP0O15p",si,,
0x1A9AAE5,0x1A9AAF1,12,ascii,5DC4Q42B1CD+,si,,
0x1A9B2B2,0x1A9B2BC,10,ascii,"UPQC334T1""",si,,
0x1AA68C2,0x1AA68CC,10,ascii,"""33C3DC4D3",si,,
0x1AAA9C2,0x1AAA9CE,12,ascii,"%tO""R424ujf3",,si,
0x1AAC2F5,0x1AAC301,12,ascii,"O3""/ 31""2""A+",,,
0x1AB1282,0x1AB128E,12,ascii,"""!""2""1B2""""Q/",si,,
0x1AB28D5,0x1AB28E1,12,ascii,DVTTDE423CD',si,,
0x1AB8642,0x1AB864C,10,ascii,E5UUUeSUC/,si,,
0x1ABA914,0x1ABA91E,10,ascii,/6dcCFVTT4,si,,
0x1ABA983,0x1ABA98D,10,ascii,0dVVDvvVFD,si,,
0x1ABDAF4,0x1ABDAFE,10,ascii,?1/23S3/? ,,,
0x1ABF0F2,0x1ABF0FC,10,ascii,45EDT4E&D%,si,,
0x1AC2942,0x1AC294D,11,ascii,%SSEA&EUEBs,si,,
0x1AC2F42,0x1AC2F51,15,ascii,EEDE2EFRbe2DoS+,si,,
0x1AC30D2,0x1AC30DD,11,ascii,454QCS3%bAT,si,,
0x1AC30E7,0x1AC30F1,10,ascii,"SUocQQbaA,",si,,
0x1AC4D52,0x1AC4D60,14,ascii,"!4D""pC4!3D3BQ%",si,,
0x1ACE605,0x1ACE60F,10,ascii,"""30N""2!10!",si,,
0x1ACEAD5,0x1ACEAE1,12,ascii,F2&C5B26A5C+,si,,
0x1AD0E76,0x1AD0E80,10,ascii,B %4BEE6T4,,,
0x1ADD892,0x1ADD89E,12,ascii,4ECDEdS&G4Wr,si,,
0x1AE8652,0x1AE865E,12,ascii,3B2C4D5UUTUd,si,,
0x1AEB792,0x1AEB7A0,14,ascii,fUVVUUVESDDCCC,si,,
0x1AF28B4,0x1AF28EA,54,ascii,I'd say we got what we came for. \nShall we get going? ,,si,
0x1AF28FC,0x1AF2922,38,ascii,"Remember, I never showed you\naround.  ",,si,
0x1AF2934,0x1AF2946,18,ascii,I'm not kidding.  ,,si,
0x1AF2958,0x1AF2982,42,ascii,You can trust us.  Thanks for\nyour help.  ,,si,
0x1B05364,0x1B0536F,11,ascii,"AB31""3EC2""""",si,,
0x1B1FD22,0x1B1FD2C,10,ascii,"U bD4""!ogT",,,
0x1B25880,0x1B25892,18,ascii,Let's go find out ,,si,
0x1B258A4,0x1B258C6,34,ascii,what Hojo's people have to say.   ,,si,
0x1B258D8,0x1B258F6,30,ascii,I'm not crazy about hospitals ,,si,
0x1B25914,0x1B2591E,10,ascii,Who is?   ,,si,
0x1B25930,0x1B2595A,42,ascii,At least we're not going in an\nambulance. ,,si,
0x1B2596C,0x1B2599A,46,ascii,But if what he said about DDSes\nis true....   ,,si,
0x1B259AC,0x1B259DA,46,ascii,Might not have to worry about\nshots someday.  ,,si,
0x1B259EC,0x1B25A0A,30,ascii,I wouldn't like that either.  ,,si,
0x1B25A1C,0x1B25A26,10,ascii,Why not?  ,,si,
0x1B25A38,0x1B25A6A,50,ascii,Why else? Less time with all the\nlovely nurses.   ,,si,
0x1B25A7C,0x1B25A92,22,ascii,That's our Jonathan.  ,,si,
0x1B31B76,0x1B31B80,10,ascii,S?.B2/ 2 0,,,
0x1B39F82,0x1B39F8D,11,ascii,"dG 64""2d""!a",,,
0x1B3B426,0x1B3B430,10,ascii,"3C%3DDS!5""",si,,
0x1B3F422,0x1B3F42C,10,ascii,CC34CEC%EE,si,,
0x1B4D537,0x1B4D541,10,ascii,WCd!TUC35+,si,,
0x1B4D6E5,0x1B4D6F1,12,ascii,%3UV0?nC&2U+,si,,
0x1B4DC37,0x1B4DC41,10,ascii,"5fB"" ""5P2+",,,
0x1B54977,0x1B54981,10,ascii,3T52AQR43+,si,,
0x1B549E5,0x1B549F1,12,ascii,FSE!CEFC4RD+,si,,
0x1B59947,0x1B59951,10,ascii,"%421En""E3+",si,,
0x1B5E236,0x1B5E241,11,ascii,A.o%UVDeQt&,si,,
0x1B63707,0x1B63711,10,ascii,7422TBT05+,si,,
0x1B6EC92,0x1B6EC9C,10,ascii,4EDVVfuvfg,si,,
0x1B712F6,0x1B71301,11,ascii,6P%T3bART%+,si,,
0x1B762D2,0x1B762DF,13,ascii,"5""PN3!""B02 33",,,
0x1B76637,0x1B76641,10,ascii,TD1&Tc7Q0+,si,,
0x1B76842,0x1B7684D,11,ascii,e4'tDDCbScT,si,,
0x1B76D05,0x1B76D11,12,ascii,"11B1""B!Ro1""+",si,,
0x1B79832,0x1B7983D,11,ascii,"QdNU1Q'dB""q",si,,
0x1B79FC7,0x1B79FD1,10,ascii,FE0GDCBDD+,si,,
0x1B7D182,0x1B7D18C,10,ascii,"2""3BA4R""PA",si,,
0x1B823B2,0x1B823BD,11,ascii,"g5UES5e""2S+",si,,
0x1B856E2,0x1B856EE,12,ascii,4%DBCCTFTUGE,si,,
0x1B8AE32,0x1B8AE3D,11,ascii,T1BSDFBO3R4,si,,
0x1B8B5D5,0x1B8B5E1,12,ascii,"14""3BA210B!+",si,,
0x1B8BC34,0x1B8BC41,13,ascii,6SfP5u3SCBDb+,si,,
0x1B948B4,0x1B948FE,74,ascii,"This is Beyond Coast Central\nHospital, the biggest hospital on\nthe colony.",,si,
0x1B94910,0x1B9491E,14,ascii,No kidding.   ,,si,
0x1B94930,0x1B94956,38,ascii,Let's see what we dig up on Mr.\nKenzo.,,si,
0x1BA0826,0x1BA0831,11,ascii,"!?!""!1!B1B)",si,,
0x1BA38C2,0x1BA38CC,10,ascii,"CC33CB""""O/",si,,
0x1BA5092,0x1BA50A0,14,ascii,SUF6463CSB3a?B,si,,
0x1BA67A7,0x1BA67B1,10,ascii,"T""B53a3%?3",si,,
0x1BA7BA6,0x1BA7BB1,11,ascii,"C6A3c6D""u24",si,,
0x1BA7FF7,0x1BA8001,10,ascii,!S4Sf%5D.3,si,,
0x1BA8087,0x1BA8091,10,ascii,!UETVcDC!3,si,,
0x1BB98F2,0x1BB9900,14,ascii,43333333333333,si,,
0x1BB9902,0x1BB9910,14,ascii,eTUTTDSDEDDCD3,si,,
0x1BBB0C0,0x1BBB0E6,38,ascii,Don't you wanna talk to the\ndirector? ,,si,
0x1BBB0F8,0x1BBB10E,22,ascii,I'm not in any rush.  ,,si,
0x1BBB120,0x1BBB13E,30,ascii,"Well, she is waiting for us.  ",,si,
0x1BBB150,0x1BBB176,38,ascii,You should always make a woman\nwait.  ,,si,
0x1BBB188,0x1BBB1B2,42,ascii,"See, now that's why you're still\nsingle.  ",,si,
0x1BBB1C4,0x1BBB1EE,42,ascii,It's nice making a doctor wait for\nyou.   ,,si,
0x1BC0284,0x1BC028E,10,ascii,"NBT""0%4!QB",si,,
0x1BC5637,0x1BC5641,10,ascii,"fm!B""B,EN'",si,,
0x1BC71F2,0x1BC7201,15,ascii,RpOTQQnS2CcAEd+,si,,
0x1BC7366,0x1BC7371,11,ascii,VCS0B55CnQ+,si,,
0x1BDA9B4,0x1BDA9C1,13,ascii,TVVBTE42DvGD',si,,
0x1BDC0A5,0x1BDC0B0,11,ascii,ca0313oBA2%,si,,
0x1BDC0B2,0x1BDC0BD,11,ascii,33333333333,si,,
0x1BE1997,0x1BE19A1,10,ascii,"/! D B""ND!",,,
0x1BEE882,0x1BEE891,15,ascii,"TB'E3fDRV6Ef6|""",si,,
0x1BF18D4,0x1BF1906,50,ascii,You think the director will still\nmeet with us?   ,,si,
0x1BF1918,0x1BF192A,18,ascii,Why wouldn't she? ,,si,
0x1BF193C,0x1BF1962,38,ascii,After how long we've kept her\nwaiting?,,si,
0x1BF1974,0x1BF19A6,50,ascii,Making a woman wait only\nincreases her excitement.,,si,
0x1BF19B8,0x1BF19C2,10,ascii,My god....,,si,
0x1BF19D4,0x1BF19FA,38,ascii,Waiting's part of a desk jockey's\njob.,,si,
0x1BF53A6,0x1BF53B1,11,ascii,.VSb0Bo4Gc+,si,,
0x1BF69A2,0x1BF69AE,12,ascii,334Dc/DCDSCC,si,,
0x1BF9BC5,0x1BF9BD1,12,ascii,"70Q%3SADa""S+",si,,
0x1BFE616,0x1BFE620,10,ascii,"UCBqS""D3So",,si,
0x1BFF1B3,0x1BFF1C1,14,ascii,6DB&%ERdERRbC+,si,,
0x1C01224,0x1C0122F,11,ascii,/NOoBC0R!:C,si,,
0x1C022D5,0x1C022E1,12,ascii,"R1""TC""23403+",si,,
0x1C02576,0x1C02581,11,ascii,"213!""SO0""!+",,si,
0x1C0AE62,0x1C0AE6F,13,ascii,34UUUeeTU6VUG,si,,
0x1C0E862,0x1C0E86E,12,ascii,QDTS5fSTf4C-,si,,
0x1C21870,0x1C21882,18,ascii,Let's head inside.,si,,
0x1C28986,0x1C28991,11,ascii,?uF632fVB35,si,,
0x1C2B070,0x1C2B086,22,ascii,We're in the lobby.   ,,si,
0x1C2B098,0x1C2B0AE,22,ascii,Look at this place.   ,,si,
0x1C2B0C0,0x1C2B0F2,50,ascii,How are we ever gonna find\nsomeone who knows Hojo?,,si,
0x1C2B104,0x1C2B126,34,ascii,But this is all we have right now.,,si,
0x1C2B138,0x1C2B166,46,ascii,Let's just ask around and see\nwhat happens.   ,,si,
0x1C2DB57,0x1C2DB61,10,ascii," 2""!!3D2C%",,,
0x1C32D53,0x1C32D5F,12,ascii,"mFhMR ""/5'nC",,,
0x1C33E82,0x1C33E8C,10,ascii,"""14'""/A""V'",si,,
0x1C3CE92,0x1C3CE9C,10,ascii,C2cBD5UC5t,si,,
0x1C3E812,0x1C3E81C,10,ascii,CRCDS4ES6&,si,,
0x1C3EB02,0x1C3EB0F,13,ascii,B23CDCDECET5E,si,,
0x1C57792,0x1C5779D,11,ascii,"3C4BD3CC33""",si,,
0x1C5A080,0x1C5A092,18,ascii,Excuse me! Miss!  ,,,
0x1C5A0A4,0x1C5A0C2,30,ascii,She won't hear you from here. ,,si,
0x1C5A0D4,0x1C5A10A,54,ascii,"Besides, she's a scrub nurse. \nShe won't know Hojo.   ",,si,
0x1C5A11C,0x1C5A126,10,ascii,A what?   ,,si,
0x1C5A138,0x1C5A166,46,ascii,A scrub nurse.  They assist with\noperations.  ,,si,
0x1C5A178,0x1C5A19E,38,ascii,They're different from regular\nnurses.,,si,
0x1C5A1B0,0x1C5A1BE,14,ascii,Interesting.  ,si,,
0x1C5A1D0,0x1C5A206,54,ascii,(What makes you think that's why\nI wanna talk to her?),,si,
0x1C61346,0x1C61351,11,ascii,"E ""RB2OP1%,",,,
0x1C63237,0x1C63241,10,ascii,"B""32""41DB!",si,,
0x1C65D76,0x1C65D80,10,ascii,"3""33D4C33C",si,,
0x1C66285,0x1C66291,12,ascii,"1?0P!1!O020,",si,,
0x1C66632,0x1C6663D,11,ascii,"CA2?""32BA2""",si,,
0x1C67502,0x1C67510,14,ascii,DdVFeEFDEEDVEB,si,,
0x1C67512,0x1C67520,14,ascii,"""""C""""C3433""2""""",si,,
0x1C67652,0x1C67660,14,ascii,CdS6CCDDE3444S,si,,
0x1C6BAE2,0x1C6BAED,11,ascii,"cf6WW&VVca""",si,,
0x1C7A994,0x1C7A99E,10,ascii,"""2%3AS0NR2",,si,
0x1C7C6F4,0x1C7C701,13,ascii,"""R/M3R54QBB"",",si,,
